0x00200008, _start - Clears the uninitialized data region, initializes EE runtime services, runs main, and passes its result to Exit
0x002000B8, _exit - Loops indefinitely as the terminal fallback reached after program shutdown
0x00205AE0, sceRmdir - Dispatches filesystem command seven with the pathname and returns the remote directory-removal status
0x00205B00, sceFormat - Marshals device, block device, arguments, and optional data for filesystem format RPC command ten
0x00205D70, sceAddDrv - Tests `_fs_init == 0` and `lVar3 < 0` and `iVar1 == 0`; stores `DAT_0099330c = param_1` and `DAT_00993304 = auStack_60` and `DAT_00993308 = 4`; invokes `_sceFsWaitS(0xf)` and `sceFsInit()`; returns `auStack_60[0]`
0x00205E90, sceDelDrv - Dispatches filesystem command thirteen with the driver name and returns the remote deletion status
0x00205EB0, sceDopen - Opens a directory through RPC command fourteen and allocates a local descriptor for its IOP handle
0x00205F78, sceDclose - Locks the directory descriptor, submits RPC close command fifteen, then releases its local table entry
0x002060E0, sceDread - Locks a directory descriptor, reads one remote directory record, copies it out, then unlocks
0x00206238, sceGetstat - Submits pathname status RPC command seventeen, copies the returned stat structure, and returns the IOP result
0x002063D8, sceChstat - Copies selected stat fields and mask into RPC command eighteen, then returns the remote update status
0x00206618, sceRename - Copies old and new pathnames into RPC command nineteen and returns the remote rename status
0x00206808, sceChdir - Dispatches filesystem command twenty with the pathname and returns the remote directory-change status
0x00206828, sceSync - Waits for outstanding filesystem RPC work and returns its completion status
0x002069C0, sceMount - Initializes filesystem RPC state and mounts the requested device through the IOP service
0x00206C30, sceUmount - Dispatches filesystem command twenty-two with the mount path and returns the remote unmount status
0x00206C50, sceLseek64 - Locks the file descriptor, submits a signed 64-bit seek request, and reconstructs the returned offset
0x00206E88, sceDevctl - Marshals device command plus input and output buffers for RPC command twenty-four and returns its status
0x002070C0, sceSymlink - Copies target and link pathnames into RPC command twenty-five and returns the remote creation status
0x002072A0, sceReadlink - Submits readlink RPC command twenty-six, copies the returned target into the caller buffer, and returns its length
0x00207468, sceSifInitIopHeap - Repeatedly binds IOP heap server 0x80000003 until its server pointer appears, then clears _bind and returns 0 or -1 on bind failure
0x002074F0, sceSifAllocIopHeap - Sends allocation size through IOP heap RPC function 1 and returns the remote address, or 0 when unbound or the RPC fails
0x00207560, sceSifAllocSysMemory - Sends allocation type, size, and optional address through heap RPC function 4 and returns the remote pointer or 0 on failure
0x002075E0, sceSifFreeSysMemory - Invokes sceSifCallRpc to tear down SIF sys memory resources and clears their dependent handles and state fields
0x00207658, sceSifFreeIopHeap - Frees the specified IOP heap allocation by issuing system-memory RPC operation two
0x00207678, sceSifLoadIopHeap - Loads a file directly into IOP heap memory through RPC and returns its allocated IOP address
0x00207768, _lf_bind - Tests `_bind_check < 0` and `lVar3 = sceSifBindRpc(0x994a40,0xffffffff80000006,0), -1 < lVar3` and `DAT_00994a64 != 0`; computes `_bind_check = 0` and `lVar3 = sceSifCallRpc(0x994a40,0xff,0,0,0,0x994840,4,0)`; invokes `lVar3 = sceSifCallRpc(0x994a40,0xff,0,0,0,0x994840,4,0)`; returns `0xfffeffff` and `0` and `uVar1`
0x00207868, _lf_version - Queries loadfile module version, verifies its response tag, and caches support for extended operations
0x002078F8, sceSifLoadFileReset - Zeroes the loadfile RPC client descriptor, buffers, bind state, and cached version information
0x00207930, _sceSifLoadModuleBuffer - Marshals an IOP module image and arguments, invokes loadfile RPC, and returns its module identifier
0x00207B38, sceSifStopModule - Invokes _lf_version and sceSifCallRpc to tear down SIF module resources and clears their dependent handles and state fields
0x00207D40, sceSifUnloadModule - Verifies extended loadfile support, sends module identifier with RPC function seven, and returns its result
0x00207DD0, sceSifSearchModuleByName - Copies a bounded module name into the RPC buffer, invokes function eight, and returns its identifier
0x00207E70, sceSifSearchModuleByAddress - Sends an IOP address through loadfile RPC function nine and returns the containing module identifier
0x00207F00, sceSifLoadModuleBuffer - Loads an IOP-resident module image without starting it, using loadfile RPC operation six
0x00207F20, sceSifLoadStartModuleBuffer - Loads and starts an IOP-resident module image using loadfile RPC operation six
0x00207F40, _sceSifLoadModule - Copies module path and bounded arguments into loadfile RPC storage, then loads or starts the module
0x00208168, sceSifLoadModule - Loads a module path with arguments but leaves execution stopped through the shared loadfile routine
0x00208188, sceSifLoadStartModule - Loads and starts a module path with arguments through the shared loadfile routine
0x002081A8, _sceSifLoadElfPart - Copies an ELF path and section selector into RPC storage, loads it, and fills execution addresses
0x002082B0, sceSifLoadElfPart - Loads selected ELF sections through loadfile RPC while preserving the caller's section selector
0x002082D0, sceSifLoadElf - Loads all ELF sections through loadfile RPC and fills the supplied execution-data record
0x002082F8, sceSifGetIopAddr - Requests translation of an EE pointer through IOP-heap RPC and returns the mapped IOP address
0x002083E8, sceSifSetIopAddr - Encodes an 8-, 16-, or 32-bit IOP address value into the RPC buffer, sends command 2, and returns distinct validation, RPC-failure, or success status codes
0x002084C8, sceSifResetIop - Stops SIF DMA, copies the reboot command line and mode into a 0x68-byte reset packet, DMA-sends it to IOP, clears handshake registers, and reports whether DMA started
0x00208608, sceSifIsAliveIop - Reads SIF register 0x80000000 and returns whether the IOP has published its alive value
0x00208630, sceSifSyncIop - Waits until the IOP alive register changes, then clears ttyinit and returns synchronization success
0x00208668, sceSifRebootIop - Shuts down RPC, resets the IOP with the requested image, then reinitializes RPC after synchronization
0x00208778, SetTLBHandler - Computes `_kTLBRefillHandler = (undefined4)param_1`; invokes `SetVTLBRefillHandler(1,0x208c80)` and `SetVTLBRefillHandler(2,0x208c80)`; returns `param_1`
0x002087D8, SetDebugHandler - Tests `uVar2 < 0xd` and `uVar2 < 3`; stores `*(undefined4 *)(_kDebugHandler + (int)param_1 * 4) = param_2`; invokes `SetVTLBRefillHandler(param_1,0x208ec0)` and `SetVCommonHandler(param_1,0x208ec0)`; returns `uVar1`
0x00208860, Copy - Dispatches PS2 kernel syscall 0x5A for the copy operation
0x00208870, kCopy - Copies length divided by four 32-bit words from source to destination and returns zero
0x002088A8, GetEntryAddress - Dispatches PS2 kernel syscall 0x5B for the get entry address operation
0x002088B8, setup - Dispatches PS2 kernel syscall 0x74 for the setup operation
0x002088C8, InitTLBFunctions - Installs TLB syscall and exit-handler hooks, copies the 0x328-byte kernel helper block to KSEG0, flushes caches, and resolves four additional kernel entry addresses
0x00208980, PutTLBEntry - Dispatches PS2 kernel syscall 0x55 for the put TLB entry operation
0x00208990, iPutTLBEntry - Dispatches PS2 kernel syscall 0xFFFFFFFFFFFFFFAB for the i put TLB entry operation
0x002089A0, _SetTLBEntry - Dispatches PS2 kernel syscall 0x56 for the set TLB entry operation
0x002089B0, SetTLBEntry - Tests `param_1 - 0xdU < 0x23`; computes `uVar1 = _SetTLBEntry()` and `uVar1 = 0xffffffffffffffff`; invokes `uVar1 = _SetTLBEntry()`; returns `uVar1`
0x002089E0, iSetTLBEntry - Dispatches PS2 kernel syscall 0xFFFFFFFFFFFFFFAA for the i set TLB entry operation
0x002089F0, GetTLBEntry - Dispatches PS2 kernel syscall 0x57 for the get TLB entry operation
0x00208A00, iGetTLBEntry - Dispatches PS2 kernel syscall 0xFFFFFFFFFFFFFFA9 for the i get TLB entry operation
0x00208A10, ProbeTLBEntry - Dispatches PS2 kernel syscall 0x58 for the probe TLB entry operation
0x00208A20, iProbeTLBEntry - Dispatches PS2 kernel syscall 0xFFFFFFFFFFFFFFA8 for the i probe TLB entry operation
0x00208A30, ExpandScratchPad - Dispatches PS2 kernel syscall 0x59 for the expand scratch pad operation
0x00208A40, InitTLB - Selects InitTLB32MB when GetMemorySize returns 32 MiB and otherwise calls the standard ROM _InitTLB routine
0x00208A80, InitTLB32MB - Programs kernel, default, and expansion TLB tables within 48 slots, updates Wired, fills unused entries with invalid mappings, and exits on table overflow
0x00208C80, _kTLBException - Saves kernel exception registers, calls the installed TLB refill handler, then resumes through the common exit path
0x00208DC0, _kExitTLBHandler - Restores exception return and processor status registers, then returns the saved kernel result register
0x00208EC0, _kDebugException - Saves exception context, selects the debug handler by cause code, invokes it, then restores execution state
0x00208FE0, DIntr - Transforms d intr runtime data using indexed table traversal and field selection
0x00209028, EIntr - Sets CP0 Status interrupt-enable bit sixteen and returns the previous status register value
0x00209040, supplement_crt0 - Creates topSema once, records its identifier, and returns zero or the semaphore creation error
0x00209088, kFindAddress - Returns `piVar2`; after testing `iVar1 != param_1`; with `piVar2 = (int *)0x80000000` and `iVar1 = iRam80000000`
0x002090C0, FindAddress - Dispatches PS2 kernel syscall 0x83 for the find address operation
0x002090D0, GetSystemCallTableEntry - Resolves the syscall table through FindAddress after setup and returns the entry pointer for the requested index
0x00209110, setup - Dispatches PS2 kernel syscall 0x74 for the setup operation
0x00209120, _setup - Issues syscall 0x74 and returns the `_SyscallEntry + index * 4` dispatch-table address
0x00209140, _InitSys - Runs CRT supplementation and syscall-table discovery, then installs alarm, thread, ExecPS2, and TLB kernel support
0x00209180, setup - Dispatches PS2 kernel syscall 0x74 for the setup operation
0x00209190, Copy - Dispatches PS2 kernel syscall 0x5A for the copy operation
0x002091A0, kCopy - Copies length divided by four 32-bit words from source to destination and returns zero
0x002091D8, GetEntryAddress - Dispatches PS2 kernel syscall 0x5B for the get entry address operation
0x002091E8, PatchIsNeeded - Returns `(auStack_2c[0] >> 0xd & 7) == 0` according to the explicit return paths; stores `auStack_2c[0] = uStack_30 & 0xffff1fff | 0x2000`
0x00209250, InitExecPS2 - When the ROM requires patches, installs SysExecPS2Entry and three resolved kernel hooks, copies 0x7A8 bytes to KSEG0, and flushes instruction and data caches
0x00209300, TerminateLibrary - Selects standard or 32-megabyte TLB initialization according to the installed memory size
0x00209308, ExecPS2 - Terminates registered libraries and transfers control to _ExecPS2 with the original four arguments
0x00209368, LoadExecPS2 - Terminates registered libraries and invokes _LoadExecPS2 with the executable path, argument count, and argument vector
0x002093B0, Exit - Invokes TerminateLibrary and _Exit to tear down exit resources and clears their dependent handles and state fields
0x002093D8, ExecOSD - Terminates registered libraries before handing its two arguments to the ROM OSD launcher
0x00209410, sceGsResetGraph - Resets GS display state, configures CRT mode, and removes any installed vertical-sync handler
0x002095A0, sceGsGetGParam - Returns the shared GS display-parameter structure used by graph and environment setup
0x002095B0, sceGsResetPath - Resets VIF1 and GIF control registers and restores the initial VIF register sequence
0x00209618, sceGsSetDefDispEnv - Constructs a GS display environment from framebuffer geometry and the active video mode
0x00209888, sceGsPutDispEnv - Writes the supplied display environment into the active GS display and background registers
0x00209948, sceGszbufaddr - Computes a depth-buffer base from display width, framebuffer page count, and the requested drawing-buffer index
0x00209A10, sceGsSetDefDrawEnv - Constructs a GS drawing environment containing framebuffer, clipping, depth, and test registers
0x00209BF8, sceGsPutDrawEnv - Copies the supplied drawing environment into the active GS packet or register state
0x00209CE0, sceGsSyncV - Waits for the requested vertical-sync edge and updates the GS field parity and frame counters
0x00209D78, sceGsSyncPath - Polls GIF and VIF path registers until idle, reporting a diagnostic if the timeout expires
0x0020A090, sceGsSetDefLoadImage - Builds IMAGE-mode GIF transfer registers from destination base, width, pixel format, rectangle, and coordinates
0x0020A278, sceGsSetDefStoreImage - Transfers GS set def image between caller buffers and updates its completion state
0x0020A3B8, sceGsExecLoadImage - Submits a host-to-local GS image transfer in chunks, handling alignment and waiting for GIF path availability
0x0020A538, sceGsExecStoreImage - Computes transfer size from GS pixel format, sends the store-image setup by VIF1 DMA, reads full and partial quadwords from the FIFO, restores GS/VIF registers, and returns -1 on timeout
0x0020ABC8, sceGsSyncVCallback - Installs or replaces the vertical-sync callback atomically and returns the previously registered callback pointer
0x0020AC68, sceVif1PkInit - Initializes a VIF1 packet descriptor with its output buffer and cleared open-command state
0x0020AC78, sceVif1PkReset - Resets the VIF1 packet cursor to its buffer start and clears the open-command pointer
0x0020AC88, sceVif1PkTerminate - Aligns the VIF1 packet cursor, patches the previous DMA tag count, and clears the open-command pointer
